,time,1,2,3,7,10,28,29,30
sources/03-01-2021_20:52:52-d645e5ce-014b-492f-ab5a-38d9d411bf7c,1.7702651023864746,False,False,False,False,False,False,False,False
sources/21-01-2021_17:10:07-a8534cb4-eda3-4373-b9e5-559130b34546,2.4918770790100098,True,True,True,True,True,False,False,False
sources/05-02-2021_07:37:01-2d196ed0-85a4-49e7-a971-7d6c47052fc9,4.14005708694458,False,True,True,False,False,True,True,True
sources/09-01-2021_14:29:33-8848f69d-8dca-45d9-ab45-fc81e9bad20c,1.8312628269195557,False,False,False,False,False,False,False,False
sources/20-01-2021_16:00:26-115d87b2-0471-4ff2-a574-ab6b70d0561a,1.9117770195007324,True,True,True,True,True,True,False,False
sources/17-01-2021_12:30:30-c3f6bf90-eb3e-48ae-82ca-346408d3ff15,3.1564691066741943,True,True,True,True,True,False,False,False
sources/02-02-2021_16:53:25-e5e7aff6-c079-4775-b3bd-21839eb868a9,1.9023709297180176,False,False,False,False,False,False,False,False
sources/31-12-2020_17:20:30-28647eee-4e7a-4e3d-a9c8-b8785e71d0ff,1.9371089935302734,False,False,False,False,False,False,False,False
sources/18-01-2021_12:27:24-99ef1a94-f43b-4869-bd36-d8a2887e348d,2.2226061820983887,True,True,True,True,True,True,True,False
sources/13-01-2021_18:08:05-33a95b23-e1b8-49f9-818c-97ab84521f42,2.5323293209075928,False,False,False,True,True,True,True,True
sources/12-01-2021_16:26:18-56a07686-41ee-4488-b844-074fcf8f271f,2.2565667629241943,True,True,True,True,True,True,True,False
sources/03-01-2021_20:23:18-45daa52f-8fbb-412f-a60c-28cfded6843b,2.812258005142212,True,True,True,True,True,True,True,True
sources/12-01-2021_20:35:39-9e92b514-47b1-4c8e-9aff-10c8bb9ff231,2.487562894821167,False,False,False,True,True,True,True,True
sources/17-01-2021_12:25:55-7a656805-3fda-4ada-870b-ceb33962b7c3,2.147291898727417,True,True,True,True,True,True,True,True
sources/10-01-2021_19:21:52-3feb776a-d486-4655-8c6a-1e13723a3ba0,2.526395082473755,True,True,True,True,True,True,True,True
sources/17-01-2021_16:44:38-52f93e1c-5f99-4e40-9dbc-17f7b4290283,2.479109764099121,True,True,True,True,True,False,False,False
sources/12-01-2021_19:47:23-71cf1c07-1e7a-4061-85fd-e2bc6fdf745c,2.294006109237671,True,True,True,True,True,True,True,False
sources/20-01-2021_19:33:44-c2b643ee-e12a-4e96-9cc2-634037423605,2.408085584640503,True,True,True,True,True,True,True,True
sources/01-01-2021_09:08:57-8a21b69d-4951-4220-a119-e9edf3601900,1.9745399951934814,True,True,True,True,True,False,False,False
sources/08-01-2021_16:35:25-bd4b7f28-dacb-4cd7-87a3-fb4ea7779cad,1.874763011932373,True,True,True,True,True,False,False,False
sources/20-01-2021_17:22:01-ed926e96-fad9-4fd1-b32f-dc81d37da2a2,3.292962074279785,True,True,True,True,True,True,True,True
sources/16-01-2021_19:38:45-40b3d942-8e8d-4c36-805a-714e5aa89459,2.9618539810180664,True,True,True,True,True,True,True,False
sources/05-01-2021_19:52:32-46167a68-8dfc-49c3-b5da-9ce2dcc56436,2.170456886291504,False,False,False,True,True,True,True,False
sources/15-01-2021_18:08:53-0b4d872a-9e0c-4747-a8f3-0987dd5004d9,3.305715799331665,True,True,True,True,True,True,True,False
sources/04-01-2021_14:57:59-891fc177-4691-4ec2-bbc7-070471344132,2.4500458240509033,True,True,True,True,True,False,False,False
sources/27-01-2021_10:34:56-aa24ac34-badf-417a-85d0-fa320cb4f632,3.325500011444092,True,True,True,True,True,True,True,True
sources/13-01-2021_03:23:37-a9fe218b-db71-4b21-bd1d-39b4769fef03,2.232914924621582,True,True,True,True,True,True,True,False
sources/15-01-2021_00:50:55-3d0160eb-65fb-4986-9c2e-4496d855108b,2.664074182510376,False,True,True,True,True,True,True,True
sources/05-01-2021_11:57:49-72faab96-3888-4ab1-97de-69a6c899fc9b,2.537672758102417,True,True,True,True,True,True,True,False
sources/02-01-2021_09:34:16-7e72bb07-b7e7-4e60-9987-f71579c4d2d0,2.000623941421509,True,True,True,True,True,False,False,False
sources/11-01-2021_02:25:09-73530fbf-b709-40ef-914d-791d5eb17311,2.122462034225464,False,False,False,True,True,False,False,False
sources/16-01-2021_13:46:34-fc1ed646-81f8-4ad4-adc5-e3cf588c0158,2.0834808349609375,False,False,False,False,False,False,False,False
sources/21-01-2021_15:06:18-e58f408b-45ef-48ee-90b0-8b9574e73ee0,1.8819520473480225,False,False,False,False,False,False,False,False
sources/13-01-2021_22:00:55-ef73968c-cb2b-4ef2-8717-1d3234d238b9,2.262683868408203,True,True,True,True,True,False,False,False
sources/14-01-2021_02:31:52-f351300d-1630-493d-91e4-eb830e333f3b,2.2295470237731934,True,True,True,True,True,True,False,False
sources/20-01-2021_18:22:18-33badea4-3cbf-4c4e-bf7a-50dc0ab79606,1.8688907623291016,False,False,False,False,False,False,False,False
sources/06-01-2021_08:33:44-af881915-bd47-4b0e-b8bd-bc77a64d80da,2.123568058013916,False,False,False,True,True,True,True,True
sources/14-01-2021_01:14:24-89458f27-cfcf-4aa6-9675-0622af3c5374,2.828779935836792,True,True,True,True,True,True,True,True
