,trascripcion,time,1,2,3,7,10,28,29,30
sources/08-01-2021_06:43:31-34ae78bd-fdb2-4e8b-898d-a9d8de973fce,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 26 27 28 29,2.213020086288452,True,True,True,True,True,True,True,False
sources/12-01-2021_22:47:37-f9295b32-8440-413b-b276-47f8a7d5932a,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 22 23 24 25 26 27 28 29 30,2.7086260318756104,True,True,True,True,True,True,True,True
sources/10-01-2021_19:44:20-25454325-9ab0-49de-86b2-03d8917d028f,1 2 3 4 5 6 7 8 9 10 11 12 13 14 19 20 21 22 23 24,1.5910348892211914,True,True,True,True,True,False,False,False
sources/20-01-2021_13:09:23-a7a7daaa-03ae-4233-887f-1b1d5445b477,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,2.0233449935913086,True,True,True,True,True,True,True,True
sources/14-01-2021_02:33:23-6224035c-741c-4216-a777-79e6e6243224,4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21,1.4969749450683594,True,True,True,True,True,False,False,False
sources/13-01-2021_12:17:09-2f78e3ed-599e-4b9d-b519-11a234970dbb,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 6 7 18 19 20 21 22 23 24 25 26 27 28 29 30 31,2.0734100341796875,True,True,True,True,True,True,True,True
sources/13-01-2021_04:55:22-c509b98d-71db-48ba-81bc-971bd01d9089,3 4 5 6 7 8 9 10 11 12 13 14 15 6 7 18 19 20 21 22 23 24 25 26 27 28 29 30,1.7394130229949951,True,True,True,True,True,True,True,True
sources/17-01-2021_07:40:19-3abe4f55-12d6-49e8-b469-c010e67dd60b,3 4 5 6 7 8 9,1.988346815109253,False,False,True,True,True,False,False,False
sources/04-01-2021_13:24:03-745b61ff-3200-4d43-bf01-88d4cdac8656,6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 24,2.226138114929199,True,True,True,True,True,False,False,False
sources/02-01-2021_17:43:17-f7b9c5f6-bb80-444a-955f-5d2ed8e35f81,1 2 3 4 5 6,1.4952518939971924,True,True,True,False,False,False,False,False
sources/13-01-2021_19:32:39-2321dab5-9170-488f-a8af-57ccd1c54865,3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29,1.7391290664672852,True,True,True,True,True,True,True,False
sources/21-01-2021_14:14:42-d268f945-2d5b-496a-89e5-5ff15394f0ac,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 6 7 18 19 20 21 22 23 24 25 26 27 28 29 30,2.13576602935791,True,True,True,True,True,True,True,True
sources/31-12-2020_19:44:00-4941d5d5-fb24-4d07-add9-00bb1077bd75,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 3 4 5 6 7 8 9 y 3,2.112582206726074,True,True,True,True,True,False,False,False
sources/04-01-2021_13:37:35-4376ffae-122c-4330-96bc-bf9197f68080,2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30,1.870542287826538,True,True,True,True,True,True,True,True
sources/13-01-2021_23:15:53-3af03d3b-751e-471d-b0cb-c6985b1725f9,3 4 5 6 7 8 9 10 11 12 13 14 15,3.4711899757385254,True,True,True,True,True,False,False,False
sources/12-01-2021_17:44:23-0d8459cf-c630-4c27-bf43-abc49023a132,6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,1.9064760208129883,True,True,True,True,True,True,True,True
sources/17-01-2021_01:55:01-9683e2cf-b10f-4365-9d2c-b54d229cd6c5,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20,2.228692054748535,True,True,True,True,True,False,False,False
sources/14-01-2021_22:51:39-abb76840-16d4-42ac-acda-b642275a9675,23 Constitución,4.4061119556427,False,False,True,False,False,False,False,False
sources/13-01-2021_00:57:30-02c3cc40-e847-4c4f-91ef-d2cd8bd84a77,3 4 5 6 7 8 9 10 11,1.5133411884307861,False,False,True,True,True,False,False,False
sources/12-01-2021_17:23:13-c8db0e5b-4a4f-424b-b34b-2eb9f8af957e,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 6 7 18 19 20 21 22 23 24 25 26 27 28 29 30,2.1258459091186523,True,True,True,True,True,True,True,True
sources/04-01-2021_22:00:47-13ef0b1f-c548-47ed-b9d8-cbc99f657efe,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 6 7 7 9 20 21 22 24 25 26 27 28,1.7162749767303467,True,True,True,True,True,True,False,False
sources/12-01-2021_17:30:42-00f3e7dd-cd43-48fd-94d9-ef87c4332442,90 km,2.484156847000122,False,False,False,False,False,False,False,False
sources/16-01-2021_23:43:10-25839531-720c-4eea-8c43-7b02512475f2,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25 26 27 solución,2.2687182426452637,True,True,True,True,True,False,False,False
sources/16-01-2021_22:24:28-2c69ce7d-40ec-4997-8da1-3f6849602950,,3.9181571006774902,,,,,,,,
sources/21-01-2021_09:35:21-33099857-62bb-4888-b2ee-e680c861a114,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,2.1337032318115234,True,True,True,True,True,True,True,True
sources/16-01-2021_21:18:34-b5d2edee-f5cd-4902-9288-4c682df3dd4e,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 6 7 18 19 20 21 22 23 24 57,2.394266128540039,True,True,True,True,True,False,False,False
sources/24-01-2021_17:43:49-1ecf0063-42ff-4813-a9b9-8b550ad02f55,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 18 19 20 21 22 23 24 25 26 27 28 29 30,1.7632508277893066,True,True,True,True,True,True,True,True
sources/23-01-2021_14:37:34-545f10b9-1285-4d18-9ac8-813eeebde0e7,,2.4284439086914062,,,,,,,,
sources/12-01-2021_16:45:22-59b76815-42df-407e-b55f-037efa22e7b7,2 3 4 5 6 7 8 9 10 11 12 13 14 15 6 7 8 9 21 y 35 57289,2.136183023452759,True,True,True,True,True,True,False,False
sources/10-01-2021_19:23:48-0cf0e782-d789-4c60-b386-edbe34a2bfad,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 98156 9333,2.928948163986206,True,True,True,True,True,False,False,False
sources/12-01-2021_22:28:42-a4687bd0-b0d9-43e1-8262-84d35bf10baf,,2.7577247619628906,,,,,,,,
sources/26-01-2021_16:28:42-b01704bb-4837-4c55-b9d9-be52f79f3a5f,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,3.238037109375,True,True,True,True,True,True,True,True
sources/02-01-2021_12:59:13-32cd91f6-f079-413f-921a-6401d9a6752e,3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21,2.6674270629882812,True,True,True,True,True,False,False,False
sources/02-01-2021_10:38:34-45131fee-83b8-46f3-b3fa-27314da41f1a,1 2 3 4 5 6 7 8 9 10 11 12 14 17 19 20 21 22 23 24 25 26 27 28 29,1.541485071182251,True,True,True,True,True,True,True,False
sources/12-01-2021_18:38:42-4ee43891-ba37-41e2-a4c3-a70e81093513,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 19 20,2.874162197113037,True,True,True,True,True,False,False,False
sources/31-12-2020_19:46:31-a803d8b4-075a-4722-a56d-a628fba6b4cb,1 2 3 4 5 6 7 y Nau dentro de 13 14 15 16 18 21 22 23 24 25 y 30,2.308363914489746,True,True,True,True,True,False,False,True
sources/03-01-2021_21:04:07-0a85b68b-debe-44cd-bd85-75ddd064ad69,4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25 26 27 28 29 30,1.6268930435180664,True,True,True,True,True,True,True,True
sources/03-01-2021_20:52:52-d645e5ce-014b-492f-ab5a-38d9d411bf7c,,1.3811922073364258,,,,,,,,
sources/21-01-2021_17:10:07-a8534cb4-eda3-4373-b9e5-559130b34546,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 20 20 21 22 23 24 25 26 27,2.0463509559631348,True,True,True,True,True,False,False,False
sources/05-02-2021_07:37:01-2d196ed0-85a4-49e7-a971-7d6c47052fc9,2 3 4 5 6 and we know the ones 8 13 14 15 16 / 21 22 23 24 25 26 27 28 29 30,2.6271321773529053,True,True,True,False,False,True,True,True
sources/09-01-2021_14:29:33-8848f69d-8dca-45d9-ab45-fc81e9bad20c,11 12 13 14 15,1.3682169914245605,True,True,True,False,False,False,False,False
sources/20-01-2021_16:00:26-115d87b2-0471-4ff2-a574-ab6b70d0561a,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 21 22 23 24 y 5,1.61916184425354,True,True,True,True,True,False,False,False
sources/17-01-2021_12:30:30-c3f6bf90-eb3e-48ae-82ca-346408d3ff15,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 y 5 7:30,2.6918368339538574,True,True,True,True,True,False,False,True
sources/02-02-2021_16:53:25-e5e7aff6-c079-4775-b3bd-21839eb868a9,29,1.4999520778656006,False,False,False,False,False,False,True,False
sources/31-12-2020_17:20:30-28647eee-4e7a-4e3d-a9c8-b8785e71d0ff,,1.4555351734161377,,,,,,,,
sources/18-01-2021_12:27:24-99ef1a94-f43b-4869-bd36-d8a2887e348d,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 19 20 21 22 23 24 25 26 27 28 29,1.689134120941162,True,True,True,True,True,True,True,False
sources/03-01-2021_09:52:44-109d0932-6702-4390-9e4c-d01177e1fb5c,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 y 17 promoción,3.6656811237335205,True,True,True,True,True,False,False,False
sources/13-01-2021_18:08:05-33a95b23-e1b8-49f9-818c-97ab84521f42,4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,2.0520339012145996,True,True,True,True,True,True,True,True
sources/12-01-2021_16:26:18-56a07686-41ee-4488-b844-074fcf8f271f,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29,1.8023099899291992,True,True,True,True,True,True,True,False
sources/03-01-2021_20:23:18-45daa52f-8fbb-412f-a60c-28cfded6843b,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 24 18930,2.2269299030303955,True,True,True,True,True,False,False,True
sources/12-01-2021_20:35:39-9e92b514-47b1-4c8e-9aff-10c8bb9ff231,4 5 6 7 8 9 10 11 12 13 14 15 6 7 18 19 20 21 22 23 24 25 26 27 28 29 30,1.6167948246002197,True,True,True,True,True,True,True,True
sources/17-01-2021_12:25:55-7a656805-3fda-4ada-870b-ceb33962b7c3,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25 26 27 28 29 30,1.5960102081298828,True,True,True,True,True,True,True,True
sources/10-01-2021_19:21:52-3feb776a-d486-4655-8c6a-1e13723a3ba0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,1.9831938743591309,True,True,True,True,True,True,True,True
sources/17-01-2021_16:44:38-52f93e1c-5f99-4e40-9dbc-17f7b4290283,1 2 3 4 5 6 7 8 9 10 11 12 13 14 16,2.1349868774414062,True,True,True,True,True,False,False,False
sources/12-01-2021_19:47:23-71cf1c07-1e7a-4061-85fd-e2bc6fdf745c,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 6 7 18 19 20 21 22 23 24 25 26 27 28 29,1.8152928352355957,True,True,True,True,True,True,True,False
sources/20-01-2021_19:33:44-c2b643ee-e12a-4e96-9cc2-634037423605,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,1.657012939453125,True,True,True,True,True,True,True,True
sources/01-01-2021_09:08:57-8a21b69d-4951-4220-a119-e9edf3601900,1 2 3 4 5 6 7 8 9 10 11 12,1.5347750186920166,True,True,True,True,True,False,False,False
sources/08-01-2021_16:35:25-bd4b7f28-dacb-4cd7-87a3-fb4ea7779cad,1 2 3 4 5 6 7 8 9 10 11 12 13 36779,1.5081143379211426,True,True,True,True,True,False,False,False
sources/20-01-2021_17:22:01-ed926e96-fad9-4fd1-b32f-dc81d37da2a2,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 y 30,2.811069965362549,True,True,True,True,True,True,True,True
sources/16-01-2021_19:38:45-40b3d942-8e8d-4c36-805a-714e5aa89459,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 89,1.8893887996673584,True,True,True,True,True,False,False,False
sources/05-01-2021_19:52:32-46167a68-8dfc-49c3-b5da-9ce2dcc56436,7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24,1.6538140773773193,True,True,True,False,False,False,False,False
sources/15-01-2021_18:08:53-0b4d872a-9e0c-4747-a8f3-0987dd5004d9,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29,2.7460598945617676,True,True,True,True,True,True,True,False
sources/04-01-2021_14:57:59-891fc177-4691-4ec2-bbc7-070471344132,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 6 7 18 19 21 22 23 24,2.0329630374908447,True,True,True,True,True,False,False,False
sources/27-01-2021_10:34:56-aa24ac34-badf-417a-85d0-fa320cb4f632,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,2.794750928878784,True,True,True,True,True,True,True,True
sources/13-01-2021_03:23:37-a9fe218b-db71-4b21-bd1d-39b4769fef03,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29,1.9517948627471924,True,True,True,True,True,True,True,False
sources/15-01-2021_00:50:55-3d0160eb-65fb-4986-9c2e-4496d855108b,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,2.3178598880767822,True,True,True,True,True,True,True,True
sources/05-01-2021_11:57:49-72faab96-3888-4ab1-97de-69a6c899fc9b,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25 26 27 28 29,1.9159250259399414,True,True,True,True,True,True,True,False
sources/02-01-2021_09:34:16-7e72bb07-b7e7-4e60-9987-f71579c4d2d0,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 20 21 22 23 24,1.5506322383880615,True,True,True,True,True,False,False,False
sources/11-01-2021_02:25:09-73530fbf-b709-40ef-914d-791d5eb17311,nuestras 4 5 6 7 8 9 10 11 12 13 14 15 6 7 8 9 3 4 5,1.695054054260254,True,True,True,True,True,False,False,False
sources/16-01-2021_13:46:34-fc1ed646-81f8-4ad4-adc5-e3cf588c0158,,1.5705029964447021,,,,,,,,
sources/21-01-2021_15:06:18-e58f408b-45ef-48ee-90b0-8b9574e73ee0,5 6 7 8 9 10 11 12 13 14 15,1.4668591022491455,True,True,True,True,True,False,False,False
sources/13-01-2021_22:00:55-ef73968c-cb2b-4ef2-8717-1d3234d238b9,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 6 7 9 1 2 3 4 5 6 7,1.860032081604004,True,True,True,True,True,False,False,False
sources/14-01-2021_02:31:52-f351300d-1630-493d-91e4-eb830e333f3b,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 y 9,1.7434940338134766,True,True,True,True,True,True,False,False
sources/20-01-2021_18:22:18-33badea4-3cbf-4c4e-bf7a-50dc0ab79606,,1.479463815689087,,,,,,,,
sources/06-01-2021_08:33:44-af881915-bd47-4b0e-b8bd-bc77a64d80da,4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,1.7239480018615723,True,True,True,True,True,True,True,True
sources/14-01-2021_01:14:24-89458f27-cfcf-4aa6-9675-0622af3c5374,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 6 7 7 9 20 21 22 23 24 25 26 27 28 29 30,2.1868648529052734,True,True,True,True,True,True,True,True
